'title','issn','eissn','2008_typ','2008_punkty','2009_typ','2009_punkty','2010_typ','2010_punkty','2011_typ','2011_punkty','2012_typ','2012_punkty','2013_typ','2013_punkty','2014_typ','2014_punkty'
'Stud hist philos sci','0039-3681','','','0','','0','','0','A','25','A','25','A','25','A','25'
'Stud lang','0378-4177','','','0','','0','','0','A','20','A','20','A','25','A','20'
'Stud philos educ','0039-3746','','','0','','0','','0','A','15','A','15','A','20','A','15'
'Stud second lang acq','0272-2631','','','0','','0','','0','A','45','A','45','A','40','A','45'
'Studia Socjologiczne','0039-3371','','','6','','6','A','9','B','10','B','10','A','15','B','10'
'Studia geophysica et geodaetica','0039-3169','','','10','','10','A','13','A','20','A','20','A','20','A','20'
'Studia Logica','0039-3215','','','0','','0','','0','C','14','C','14','A','15','A','15'
'Studia Mathematica','0039-3223','1730-6337','','20','','20','A','27','A','30','A','30','A','25','A','25'
'Studia psychologica','0039-3320','','','10','','15','A','6','A','15','A','15','A','15','A','15'
'Studia scientiarum mathematicarum hungarica','0081-6906','','','10','','10','A','13','A','15','A','15','A','15','A','20'
'Studia Universitatis Babes-Bolyai Chemia','1224-7154','','','0','','0','','0','A','15','A','15','A','15','A','15'
'Studies in american political development','0898-588X','','','10','','10','A','27','A','25','A','25','A','25','A','25'
'Studies in applied mathematics','0022-2526','','','20','','24','A','32','A','35','A','35','A','35','A','30'
'Studies in comparative international development','0039-3606','','','24','','24','A','32','A','30','A','30','A','30','A','25'
'Studies in Conflict & Terrorism','1057-610X','','','0','','0','A','27','A','20','A','20','A','25','A','20'
'Studies in conservation','0039-3630','','','15','','15','A','20','A','15','A','15','A','15','A','15'
'Studies in family planning','0039-3665','','','20','','20','A','27','A','30','A','30','A','40','A','35'
'Studies in Informatics and Control','1220-1766','','','0','','0','','0','A','20','A','20','A','15','A','15'
'Studies in mycology','0166-0616','','','24','','24','A','32','A','50','A','50','A','50','A','50'
'Studies in nonlinear dynamics and econometrics','1081-1826','','','15','','15','A','20','A','25','A','25','A','25','A','20'
'Studies in Science Education','0305-7267','','','0','','0','','0','A','30','A','30','A','35','A','45'
'Studies in Symbolic Interaction','0163-2396','','','10','','10','A','13','A','15','A','15','A','15','A','15'
'Studies on Ethno-Medicine','0973-5070','','','0','','0','A','13','A','15','A','15','A','20','A','15'
'Studies on neotropical fauna and environment','0165-0521','','','10','','15','A','20','A','15','A','15','A','20','A','15'
'Subst use misuse','1082-6084','','','0','','0','','0','A','20','A','20','A','20','A','20'
'Substance Abuse','0889-7077','','','0','','0','','0','A','20','A','20','A','20','A','25'
'Substance Abuse Treatment Prevention and Policy','1747-597X','','','0','','0','','0','A','25','A','25','A','25','A','25'
'Suchttherapie','1439-9903','','','0','','0','','0','A','15','A','15','A','15','A','15'
'Sugar Industry-Zuckerindustrie','0344-8657','','','0','','0','','0','A','15','A','15','A','15','A','15'
'Suicide life-threat','0363-0234','','','0','','0','','0','A','30','A','30','A','30','A','30'
'Sumarski List','0373-1332','','','0','','0','','0','A','15','A','15','A','15','A','15'
'Superconductor science & technology','0953-2048','','','24','','24','A','32','A','30','A','30','A','35','A','35'
'Superlattices and microstructures','0749-6036','','','15','','20','A','27','A','20','A','20','A','20','A','25'
'Supply chain management-an international journal','1359-8546','','','20','','20','A','27','A','35','A','35','A','40','A','35'
'Supportive care in cancer','0941-4355','','','24','','24','A','32','A','30','A','30','A','30','A','30'
'Supramolecular chemistry','1061-0278','','','24','','0','A','32','A','30','A','30','A','30','A','25'
'Surface & coatings technology','0257-8972','','','24','','24','A','32','A','40','A','40','A','35','A','35'
'Surface and interface analysis','0142-2421','','','10','','15','A','20','A','20','A','20','A','15','A','20'
'Surface coatings international','1754-0925','','','0','','10','A','13','A','15','A','15','A','15','A','15'
'Surface engineering','0267-0844','','','15','','15','A','20','A','20','A','20','A','25','A','25'
'Surface engineering and applied electrochemistry','1068-3755','','','0','','0','','0','A','15','A','15','A','15','B','10'
'Surface review and letters','0218-625X','','','15','','15','A','20','A','15','A','15','A','15','A','15'
'Surface science','0039-6028','','','24','','24','A','32','A','25','A','25','A','25','A','25'
'Surface science reports','0167-5729','','','30','','30','A','40','A','50','A','50','A','50','A','50'
'Surgeon-journal of the royal colleges of surgeons of edinburgh and ireland','1479-666X','','','10','','15','A','20','A','25','A','25','A','25','A','30'
'Surgery','0039-6060','','','24','','24','A','32','A','45','A','45','A','45','A','40'
'Surgery for Obesity and Related Diseases','1550-7289','','','0','','0','','0','A','40','A','40','A','45','A','45'
'Surgery today','0941-1291','','','10','','15','A','20','A','20','A','20','A','20','A','20'
'Surgical and radiologic anatomy','0930-1038','','','10','','10','A','20','A','15','A','15','A','20','A','20'
'Surgical clinics of north america','0039-6109','','','20','','20','A','27','A','30','A','30','A','30','A','30'
'Surgical endoscopy and other interventional techniques','0930-2794','','','20','','24','A','32','A','40','A','40','A','40','A','40'
'Surgical Infections','1096-2964','','','0','','0','','0','A','45','A','45','A','25','A','20'
'Surgical Innovation','1553-3506','','','0','','0','A','27','A','30','A','30','A','30','A','25'
'Surgical laparoscopy endoscopy & percutaneous techniques','1530-4515','','','15','','15','A','20','A','20','A','20','A','20','A','20'
'Surgical Oncology Clinics of North America','1055-3207','','','0','','0','A','27','A','20','A','20','A','20','A','20'
'Surgical oncology-oxford','0960-7404','','','24','','0','A','32','A','30','A','30','A','25','A','25'
'Surgical Practice','1744-1625','','','0','','0','','0','A','15','A','15','A','15','A','15'
'Survey Methodology','0714-0045','','','0','','0','','0','A','15','A','15','A','25','A','25'
'Survey of ophthalmology','0039-6257','','','24','','24','A','32','A','40','A','40','A','40','A','40'
'Survey review','0039-6265','','','10','','10','A','20','A','15','A','15','A','15','A','15'
'Surveys in geophysics','0169-3298','','','15','','20','A','32','A','35','A','35','A','45','A','45'
'Survival','0039-6338','','','24','','24','A','32','A','20','A','20','A','20','A','20'
'Sustainability Science','1862-4065','','','0','','0','','0','A','20','A','20','A','30','A','30'
'Sustainable development','0968-0802','','','10','','0','A','27','A','35','A','35','A','35','A','35'
'Suvremena Psihologija','1331-9264','','','0','','0','','0','A','15','A','15','A','15','B','10'
'Swarm Intelligence','1935-3812','','','0','','0','','0','','0','','0','A','15','A','30'
'Swedish dental journal','0347-9994','','','10','','24','A','32','A','25','A','25','A','20','A','20'
'Swiss j psychol','1421-0185','','','0','','0','','0','A','20','A','20','A','20','A','20'
'Swiss Journal of Geosciences','1661-8726','','','0','','10','A','20','A','30','A','30','A','30','A','30'
'Swiss medical weekly','1424-7860','','','20','','20','A','27','A','30','A','30','A','30','A','30'
'Swiss Political Science Review','1424-7755','','','0','','10','A','13','A','25','A','25','A','20','A','20'
'SWS-Rundschau','1013-1469','','','0','','0','A','13','A','15','A','15','A','15','B','10'
'Sydowia','0082-0598','','','10','','10','A','13','A','15','A','15','A','15','A','15'
'Sylwan','0039-7660','','','6','','6','A','9','A','15','A','15','A','15','A','15'
'Symbiosis','0334-5114','','','10','','10','A','13','A','15','A','15','A','15','A','15'
'Symbolic interaction','0195-6086','','','15','','20','A','27','A','30','A','30','A','20','A','20'
'Symmetry Integrability and Geometry-Methods and Applications','1815-0659','','','0','','0','','0','A','20','A','20','A','20','A','25'
'Synapse','0887-4476','','','20','','20','A','27','A','20','A','20','A','20','A','20'
'Synlett','0936-5214','','','24','','24','A','32','A','30','A','30','A','25','A','25'
'Syntax and Semantics','0092-4563','','','10','','10','A','13','A','15','A','15','A','15','A','15'
'Syntax. A Journal of Theoretical, Experimental and Interdisciplinary Research','1368-0005','','','0','','0','','0','C','14','C','14','A','30','A','30'
'Synthese','0039-7857','','','15','','15','A','27','A','35','A','35','A','35','A','35'
'Synthesis and Reactivity in Inorganic Metal-Organic and Nano-Metal Chemistry','1553-3174','','','0','','15','','0','A','15','A','15','A','15','A','15'
'Synthesis-stuttgart','0039-7881','','','20','','20','A','27','A','25','A','25','A','25','A','25'
'Synthetic communications','0039-7911','','','15','','0','A','20','A','20','A','20','A','20','A','20'
'Synthetic metals','0379-6779','','','20','','24','A','32','A','30','A','30','A','30','A','30'
'System','0346-251X','','','0','','0','','0','A','45','A','45','A','25','A','30'
'System dynamics review','0883-7066','','','10','','15','A','27','A','25','A','25','A','30','A','20'
'Systematic and applied microbiology','0723-2020','','','20','','20','A','27','A','30','A','30','A','35','A','35'
'Systematic biology','1063-5157','','','24','','24','A','32','A','45','A','45','A','45','A','45'
'Systematic botany','0363-6445','','','20','','20','A','27','A','25','A','25','A','20','A','20'
'Systematic entomology','0307-6970','','','24','','0','A','32','A','35','A','35','A','35','A','35'
'Systematic parasitology','0165-5752','','','10','','0','A','13','A','20','A','20','A','20','A','20'
'Systematics and biodiversity','1477-2000','','','0','','20','A','27','A','30','A','30','A','30','A','30'
'Systemic practice and action research','1094-429X','','','10','','10','A','13','A','15','A','15','A','15','A','15'
'Systems & control letters','0167-6911','','','24','','24','A','32','A','30','A','30','A','35','A','35'
'Systems Biology in Reproductive Medicine','1939-6368','','','0','','0','','0','A','20','A','20','A','15','A','20'
'Systems Engineering','1098-1241','','','0','','0','','0','A','20','A','20','A','20','A','20'
'Systems research and behavioral science','1092-7026','','','15','','15','A','20','A','20','A','20','A','20','B','10'
'Taiwanese journal of mathematics','1027-5487','','','10','','15','A','27','A','25','A','25','A','25','A','25'
'Taiwanese Journal of Obstetrics & Gynecology','1028-4559','','','0','','0','','0','A','15','A','15','A','20','A','15'
'Talanta','0039-9140','','','24','','24','A','32','A','40','A','40','A','40','A','40'
'Tappi journal','0734-1415','','','24','','24','A','32','A','30','A','30','A','30','A','30'
'Targeted Oncology','1776-2596','','','0','','0','','0','A','15','A','15','A','20','A','25'
'Target-neth','0924-1884','','','0','','0','','0','A','15','A','15','A','15','A','20'
'Tarim Bilimleri Dergisi-Journal of Agricultural Sciences','1300-7580','','','0','','0','','0','A','15','A','15','A','15','A','15'
'Taxon','0040-0262','','','24','','24','A','32','A','30','A','30','A','30','A','30'
'Teach coll rec','0161-4681','','','0','','0','','0','A','30','A','30','A','30','A','25'
'Teach high educ','1356-2517','','','0','','0','','0','A','25','A','25','A','25','A','25'
'Teach learn med','1040-1334','','','0','','0','','0','A','25','A','25','A','20','A','20'
'Teach psychol','0098-6283','','','0','','0','','0','A','20','A','20','A','25','A','25'
'Teach teach educ','0742-051X','','','0','','0','','0','A','30','A','30','A','35','A','35'
'Teachers and Teaching: Theory and Practice','1354-0602','','','0','','0','','0','C','14','C','14','A','20','A','20'
'Technical communication','0049-3155','','','20','','20','A','27','A','25','A','25','A','20','A','20'
'Technical physics','1063-7842','','','10','','10','A','13','A','15','A','15','A','15','A','15'
'Technical physics letters','1063-7850','','','10','','10','A','13','A','15','A','15','A','15','A','15'
'Technics Technologies Education Management-TTEM','1840-1503','','','0','','0','','0','A','15','A','15','A','15','B','10'
'Techniques in Coloproctology','1123-6337','','','0','','0','','0','A','25','A','25','A','25','A','20'
'Technol cult','0040-165X','','','0','','0','','0','A','25','A','25','A','20','A','25'
'Technological and Economic Development of Economy','2029-4913','','','0','','6','A','9','','0','','0','A','35','A','35'
